row_type,module_id,canonical_name,canonical,implementation,input_contract,parameter_provenance,calibration,empirical_validation,lineage,routing,operational_disposition,voting,participant_exposure,blocking_defect,final_qualification
SCIENTIFIC_TARGET,B3.2,FAR/Agency EVMS Applicability Monitor,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,B3.3,Versioned A-11 Capital Programming Conformance Check,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,B3.4,EVMS Reporting Compliance Monitor,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,B3.5,Contract Modification Governance Check,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,B4.1,Multi-Objective Optimization,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_NOT_APPLICABLE,DISABLED,DISABLED_INSUFFICIENT_INPUT,NO,NO,NO,DISABLED
SCIENTIFIC_TARGET,B4.2,Linear Programming,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_NOT_APPLICABLE,DISABLED,DISABLED_INSUFFICIENT_INPUT,NO,NO,NO,DISABLED
SCIENTIFIC_TARGET,B4.3,Constraint Satisfaction Analysis,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,B4.4,What-If Scenario Matrix,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,B4.5,Decision Sensitivity Matrix,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_NOT_APPLICABLE,DISABLED,DISABLED_INSUFFICIENT_INPUT,NO,NO,NO,DISABLED
SCIENTIFIC_TARGET,B4.6,Pareto Frontier Analysis,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_NOT_APPLICABLE,DISABLED,DISABLED_INSUFFICIENT_INPUT,NO,NO,NO,DISABLED
SCIENTIFIC_TARGET,B4.7,Minimax Regret Decision Rule,YES,YES,YES when supplied - the runner refuses without it,none - carries no tunable value,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,C1.1,Missing Data Index,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,C1.2,Data Timeliness Score,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,C1.3,Source Reliability Weighting,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,C1.4,Audit Trail Completeness,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,C1.5,Information Completeness Ratio,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,C1.6,Cross-document Consistency Score,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,C1.7,Reporting Frequency Index,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,STRUCTURE_OR_DATA_ABSENT,LINEAGE_UNRESOLVED,CANONICAL_ABSTENTION,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,D1.1,Isolation Forest,YES,YES,YES when supplied - the runner refuses without it,PUBLISHED_METHOD_PARAMETER; THEORETICAL_CONSTANT; UNSUPPORTED,NO_CALIBRATION_SET,EMPIRICAL_VALIDATION_PENDING_STUDY,LINEAGE_UNRESOLVED,PORTFOLIO_COMPUTED,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,D1.2,Portfolio Outlier Detection,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,EMPIRICAL_VALIDATION_PENDING_STUDY,LINEAGE_UNRESOLVED,PORTFOLIO_COMPUTED,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,D1.3,Signal Trajectory Classifier,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,EMPIRICAL_VALIDATION_PENDING_STUDY,LINEAGE_UNRESOLVED,PORTFOLIO_COMPUTED,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,D1.4,Cross-project Pattern Detector,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,EMPIRICAL_VALIDATION_PENDING_STUDY,LINEAGE_UNRESOLVED,PORTFOLIO_COMPUTED,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
SCIENTIFIC_TARGET,D1.5,Anomaly Score,YES,YES,YES when supplied - the runner refuses without it,UNSUPPORTED,NO_CALIBRATION_SET,EMPIRICAL_VALIDATION_PENDING_STUDY,LINEAGE_ESTABLISHED_INDEPENDENT,PORTFOLIO_COMPUTED,KEEP_ABSTENTION_CAPABLE,NO,YES,NO,QUALIFIED_WITH_ABSTENTION
ACCEPTANCE_COUNTER,-,SCIENTIFIC TARGET ROWS,100,REQUIRED = 100,-,-,-,-,-,-,-,-,-,0,-
ACCEPTANCE_COUNTER,-,BLOCKING DEFECTS ON THE 100 TARGET ROWS,0,REQUIRED = 0,-,-,-,-,-,-,-,-,-,0,-
INSTRUMENT_BLOCKING_DEFECT,A1.1,Monte Carlo EAC Forecast,YES,YES,DECLARED_STRUCTURE_UNCONSUMED,UNSUPPORTED band withdrawn,NO_CALIBRATION_SET,CALIBRATION_GAP_BLOCKS_VALIDATION,LINEAGE_ESTABLISHED_DEPENDENT,CANONICAL_REACHED,KEEP_ADVISORY,NO,YES,"YES - section 23: a known scientific contradiction left unresolved. A1.1 declares costDriverDistributions, canonical theory requires it, the intake accepts it and no route reads it. Closing it requires the deterministic driver-to-EAC mapping the specification demands and does not define.",QUALIFIED_FOR_BOUNDED_STUDY_USE
