module_id,canonical_name,category,canonical_method_exists,method_implemented,route_reaches_canonical,legacy_route_reachable,governed_structure_declared,governed_structure_accepted_by_intake,governed_structure_supplied_on_corpus,required_inputs_actually_consumed,unsupported_synthetic_fallback_reachable,parameter_provenance_classes,unsupported_parameter_determines_output,qualification_gate_applied,lineage,output_type,real_corpus_result,correct_abstention,voting,empirical_validation_class,operational_disposition,scientific_qualification,blocking_defect,freeze_status,evidence
A5.3,Tornado Risk Ranking,System Dynamics & Complexity,YES,YES,CANONICAL_ABSTENTION,NO,sensitivityModel,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_ESTABLISHED_INDEPENDENT,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_doc.run_tornado_diagram; corpus state=ABSTAINS; structure=sensitivityModel; params=UNSUPPORTED
A5.4,Scenario Modeling,System Dynamics & Complexity,YES,YES,CANONICAL_ABSTENTION,NO,scenarioSet,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_doc.run_scenario_modeling; corpus state=ABSTAINS; structure=scenarioSet; params=UNSUPPORTED
A5.5,Rework Feedback Loop,System Dynamics & Complexity,YES,YES,CANONICAL_ABSTENTION,NO,systemDynamicsModel,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_doc.run_rework_feedback; corpus state=ABSTAINS; structure=systemDynamicsModel; params=UNSUPPORTED
A5.6,Queueing Theory Bottleneck,System Dynamics & Complexity,YES,YES,CANONICAL_ABSTENTION,NO,queueStructure,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_doc.run_queueing_bottleneck; corpus state=ABSTAINS; structure=queueStructure; params=UNSUPPORTED
A5.7,Agent-Based Supply Chain,System Dynamics & Complexity,YES,YES,CANONICAL_ABSTENTION,NO,abmStructure,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_doc.run_agent_supply_chain; corpus state=ABSTAINS; structure=abmStructure; params=UNSUPPORTED
A5.8,Discrete Event Simulation,System Dynamics & Complexity,YES,YES,CANONICAL_ABSTENTION,NO,desProcessModel,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_doc.run_discrete_event_sim; corpus state=ABSTAINS; structure=desProcessModel; params=UNSUPPORTED
A6.1,Quality Compliance Index,Delivery Quality Performance,YES,YES,CANONICAL_REACHED,NO,qualityRequirementRegister,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,canonical result: not estimable,NOT_ESTIMABLE,n/a - evidence present,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_A6_1; corpus state=COMPUTES; structure=qualityRequirementRegister; params=UNSUPPORTED
A6.2,Safety Performance Index,Delivery Quality Performance,YES,YES,CANONICAL_REACHED,NO,safetyPerformanceRecord,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,"figure, no band asserted",FIGURE_NO_BAND,n/a - evidence present,NO,PARTIAL_REFERENCE_STANDARD,KEEP_ADVISORY,QUALIFIED_FOR_BOUNDED_STUDY_USE,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_A6_2; corpus state=COMPUTES; structure=safetyPerformanceRecord; params=UNSUPPORTED
A6.3,Environmental Compliance Rate,Delivery Quality Performance,YES,YES,CANONICAL_REACHED,NO,auditedPermitCompliance,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,"figure, no band asserted",FIGURE_NO_BAND,n/a - evidence present,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_A6_3; corpus state=COMPUTES; structure=auditedPermitCompliance; params=UNSUPPORTED
A6.4,Contractor Performance Assessment Signal,Delivery Quality Performance,YES,YES,CANONICAL_ABSTENTION,NO,contractorAssessmentRecord,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_A6_4; corpus state=ABSTAINS; structure=contractorAssessmentRecord; params=UNSUPPORTED
B1.1,Conservative Dominance,Signal Synthesis,YES,YES - scalar,CANONICAL_ABSTENTION,NO,none,n/a,n/a,n/a,NO,none - carries no tunable value,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_decision.run_conservative_dominance; corpus state=ABSTAINS; structure=none; params=none - carries no tunable value
B1.2,Weighted Voting,Signal Synthesis,YES,YES,CANONICAL_ABSTENTION,NO,signalWeightPolicy,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_gov.run_weighted_voting; corpus state=ABSTAINS; structure=signalWeightPolicy; params=UNSUPPORTED
B1.3,Majority Rules,Signal Synthesis,YES,YES - scalar,CANONICAL_ABSTENTION,NO,none,n/a,n/a,n/a,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_gov.run_majority_rules; corpus state=ABSTAINS; structure=none; params=UNSUPPORTED
B1.4,Worst-N-of-M,Signal Synthesis,YES,YES - scalar,CANONICAL_ABSTENTION,NO,none,n/a,n/a,n/a,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_gov.run_worst_n_of_m; corpus state=ABSTAINS; structure=none; params=UNSUPPORTED
B2.1,Dempster-Shafer,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,evidenceMassFunctions,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_dst_evidence_combination; corpus state=ABSTAINS; structure=evidenceMassFunctions; params=UNSUPPORTED
B2.10,Pythagorean Fuzzy Sets,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,pythagoreanFuzzyAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_pythagorean_fuzzy; corpus state=ABSTAINS; structure=pythagoreanFuzzyAssessment; params=UNSUPPORTED
B2.11,Picture Fuzzy Sets,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,pictureFuzzyAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_picture_fuzzy; corpus state=ABSTAINS; structure=pictureFuzzyAssessment; params=UNSUPPORTED
B2.12,Hesitant Fuzzy Sets,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,hesitantFuzzyAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_hesitant_fuzzy; corpus state=ABSTAINS; structure=hesitantFuzzyAssessment; params=UNSUPPORTED
B2.13,Type-2 Fuzzy Sets,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,type2FuzzyAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_type2_fuzzy; corpus state=ABSTAINS; structure=type2FuzzyAssessment; params=UNSUPPORTED
B2.14,Maximum Entropy,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,maximumEntropyProblem,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_maximum_entropy; corpus state=ABSTAINS; structure=maximumEntropyProblem; params=UNSUPPORTED
B2.15,Possibility Theory,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,possibilityAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_possibility_theory; corpus state=ABSTAINS; structure=possibilityAssessment; params=UNSUPPORTED
B2.16,Spherical Fuzzy Sets,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,sphericalFuzzyAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_spherical_fuzzy; corpus state=ABSTAINS; structure=sphericalFuzzyAssessment; params=UNSUPPORTED
B2.17,Fermatean Fuzzy Sets,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,fermateanFuzzyAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_fermatean_fuzzy; corpus state=ABSTAINS; structure=fermateanFuzzyAssessment; params=UNSUPPORTED
B2.18,MARCOS Ranking,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,decisionAlternatives,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_marcos; corpus state=ABSTAINS; structure=decisionAlternatives; params=UNSUPPORTED
B2.19,CRITIC-TOPSIS,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,decisionAlternatives,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_critic_topsis; corpus state=ABSTAINS; structure=decisionAlternatives; params=UNSUPPORTED
B2.2,Rough Sets,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,roughDecisionTable,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_rough_sets_classification; corpus state=ABSTAINS; structure=roughDecisionTable; params=UNSUPPORTED
B2.20,Hypersoft Sets,Evidence Combination,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,DISABLED,NO,hypersoftLabStructure,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_NOT_APPLICABLE,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,DISABLED_INSUFFICIENT_PROVENANCE,DISABLED,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_hypersoft_sets; corpus state=ABSTAINS; structure=hypersoftLabStructure; params=UNSUPPORTED
B2.3,Neutrosophic Logic,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,neutrosophicAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_neutrosophic_logic; corpus state=ABSTAINS; structure=neutrosophicAssessment; params=UNSUPPORTED
B2.4,Interval Fuzzy Sets,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,intervalFuzzyAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_interval_fuzzy_sets; corpus state=ABSTAINS; structure=intervalFuzzyAssessment; params=UNSUPPORTED
B2.5,Z-numbers,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,zNumberAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_z_numbers; corpus state=ABSTAINS; structure=zNumberAssessment; params=UNSUPPORTED
B2.6,PLTS,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,probabilisticLinguisticAssessment,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_plts; corpus state=ABSTAINS; structure=probabilisticLinguisticAssessment; params=UNSUPPORTED
B2.7,Plithogenic Sets,Evidence Combination,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,DISABLED,NO,plithogenicLabStructure,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_NOT_APPLICABLE,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,DISABLED_INSUFFICIENT_PROVENANCE,DISABLED,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_plithogenic_sets; corpus state=ABSTAINS; structure=plithogenicLabStructure; params=UNSUPPORTED
B2.8,Belief Rule Base,Evidence Combination,YES,YES,CANONICAL_ABSTENTION,NO,beliefRuleBase,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_belief_rule_base; corpus state=ABSTAINS; structure=beliefRuleBase; params=UNSUPPORTED
B2.9,Quantum Probability,Evidence Combination,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,ARCHIVED,NO,none,n/a,n/a,n/a,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_NOT_APPLICABLE,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,ARCHIVED,ARCHIVED,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat7.run_quantum_probability; corpus state=ABSTAINS; structure=none; params=UNSUPPORTED
B3.1,Agent-Based Governance Model,Regulatory & Authority Thresholds,YES,YES,CANONICAL_ABSTENTION,NO,abmGovernanceModel,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,none - carries no tunable value,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_B3_1; corpus state=ABSTAINS; structure=abmGovernanceModel; params=none - carries no tunable value
B3.2,FAR/Agency EVMS Applicability Monitor,Regulatory & Authority Thresholds,YES,YES,CANONICAL_ABSTENTION,NO,evmsApplicabilityEvidence,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_B3_2; corpus state=ABSTAINS; structure=evmsApplicabilityEvidence; params=UNSUPPORTED
B3.3,Versioned A-11 Capital Programming Conformance Check,Regulatory & Authority Thresholds,YES,YES,CANONICAL_ABSTENTION,NO,a11RuleRegister,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_B3_3; corpus state=ABSTAINS; structure=a11RuleRegister; params=UNSUPPORTED
B3.4,EVMS Reporting Compliance Monitor,Regulatory & Authority Thresholds,YES,YES,CANONICAL_ABSTENTION,NO,evmsReportingRecord,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_B3_4; corpus state=ABSTAINS; structure=evmsReportingRecord; params=UNSUPPORTED
B3.5,Contract Modification Governance Check,Regulatory & Authority Thresholds,YES,YES,CANONICAL_ABSTENTION,NO,contractModificationRegister,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_B3_5; corpus state=ABSTAINS; structure=contractModificationRegister; params=UNSUPPORTED
B4.1,Multi-Objective Optimization,Decision Optimization,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,DISABLED,NO,decisionAlternatives,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_NOT_APPLICABLE,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,DISABLED_INSUFFICIENT_INPUT,DISABLED,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat10.run_B4_1; corpus state=ABSTAINS; structure=decisionAlternatives; params=UNSUPPORTED
B4.2,Linear Programming,Decision Optimization,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,DISABLED,NO,linearProgramModel,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_NOT_APPLICABLE,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,DISABLED_INSUFFICIENT_INPUT,DISABLED,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat10.run_B4_2; corpus state=ABSTAINS; structure=linearProgramModel; params=UNSUPPORTED
B4.3,Constraint Satisfaction Analysis,Decision Optimization,YES,YES,CANONICAL_ABSTENTION,NO,constraintSatisfactionProblem,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat10.run_B4_3; corpus state=ABSTAINS; structure=constraintSatisfactionProblem; params=UNSUPPORTED
