suite,test,module,old expectation,current canonical behavior,classification,required action,historical implementation used?,current-production invariant?,fixture purpose,fixture enrichment required?,post-fix result,PASS/FAIL
server/tools/test_run22_production_tree_completeness.py,"and the pinned manifest's own hash matches the tree, so the LIST of files is pinned and not only their contents","Category 10 production surface (canonical_v7.py, models_cat10.py, lineage.py)",the production tree matches the Run-31 pass-1 pin exactly,"Run 32 ADDED canonical_v7.py and models_cat10.py and CHANGED project_data.py, models.py and lineage.py, all owner-authorised for the Category-10 scope",TEST_INFRASTRUCTURE_DEFECT,"advance the pin through the GOVERNED mechanism: turn the guard RED first and observe it naming exactly the differing files, declare the two new files in server/tools/run32_production_changes.py, then re-pin code_audit/run32_production_tree.sha256; the Run-31 parent manifest is NOT rewritten and no path appears in two manifests",NO,"YES - the union of all manifests still equals the differing set EXACTLY, no path appears in two, and the freeze may only widen",to hold the frozen production surface so an undeclared analytical change cannot ship; the guard is designed to go RED on any new or changed production file,NO,44/44 checks passed,PASS
server/tools/test_run22_production_tree_completeness.py,the real checkout is unmodified after the non-vacuity campaign: every mutation was made in a temporary directory and none leaked into the repository,"Category 10 production surface (canonical_v7.py, models_cat10.py, lineage.py)",the production tree matches the Run-31 pass-1 pin exactly,"Run 32 ADDED canonical_v7.py and models_cat10.py and CHANGED project_data.py, models.py and lineage.py, all owner-authorised for the Category-10 scope",TEST_INFRASTRUCTURE_DEFECT,"advance the pin through the GOVERNED mechanism: turn the guard RED first and observe it naming exactly the differing files, declare the two new files in server/tools/run32_production_changes.py, then re-pin code_audit/run32_production_tree.sha256; the Run-31 parent manifest is NOT rewritten and no path appears in two manifests",NO,"YES - the union of all manifests still equals the differing set EXACTLY, no path appears in two, and the freeze may only widen",to hold the frozen production surface so an undeclared analytical change cannot ship; the guard is designed to go RED on any new or changed production file,NO,44/44 checks passed,PASS
server/tools/test_run28_closure.py,"and the walk agrees with the pinned manifest: nothing added, removed or changed","Category 10 production surface (canonical_v7.py, models_cat10.py, lineage.py)",the production tree matches the Run-31 pass-1 pin exactly,"Run 32 ADDED canonical_v7.py and models_cat10.py and CHANGED project_data.py, models.py and lineage.py, all owner-authorised for the Category-10 scope",TEST_INFRASTRUCTURE_DEFECT,"advance the pin through the GOVERNED mechanism: turn the guard RED first and observe it naming exactly the differing files, declare the two new files in server/tools/run32_production_changes.py, then re-pin code_audit/run32_production_tree.sha256; the Run-31 parent manifest is NOT rewritten and no path appears in two manifests",NO,"YES - the union of all manifests still equals the differing set EXACTLY, no path appears in two, and the freeze may only widen",to hold the frozen production surface so an undeclared analytical change cannot ship; the guard is designed to go RED on any new or changed production file,NO,78/78 checks passed,PASS
server/tools/test_run20_declared_production_changes.py,"and no OTHER file has appeared in the simulation package undeclared, which is the check that makes the new-file list mean something","Category 10 production surface (canonical_v7.py, models_cat10.py, lineage.py)",the production tree matches the Run-31 pass-1 pin exactly,"Run 32 ADDED canonical_v7.py and models_cat10.py and CHANGED project_data.py, models.py and lineage.py, all owner-authorised for the Category-10 scope",TEST_INFRASTRUCTURE_DEFECT,"advance the pin through the GOVERNED mechanism: turn the guard RED first and observe it naming exactly the differing files, declare the two new files in server/tools/run32_production_changes.py, then re-pin code_audit/run32_production_tree.sha256; the Run-31 parent manifest is NOT rewritten and no path appears in two manifests",NO,"YES - the union of all manifests still equals the differing set EXACTLY, no path appears in two, and the freeze may only widen",to hold the frozen production surface so an undeclared analytical change cannot ship; the guard is designed to go RED on any new or changed production file,NO,128/128 checks passed,PASS
server/tools/test_run6_known_answer.py,"no production file outside the authorised scope of Run 7, Run 10, Run 10B, Run 11, Run 12, Run 14, Run 20 or Run 21 differs from the pinned baseline","Category 10 production surface (canonical_v7.py, models_cat10.py, lineage.py)",the production tree matches the Run-31 pass-1 pin exactly,"Run 32 ADDED canonical_v7.py and models_cat10.py and CHANGED project_data.py, models.py and lineage.py, all owner-authorised for the Category-10 scope",TEST_INFRASTRUCTURE_DEFECT,"advance the pin through the GOVERNED mechanism: turn the guard RED first and observe it naming exactly the differing files, declare the two new files in server/tools/run32_production_changes.py, then re-pin code_audit/run32_production_tree.sha256; the Run-31 parent manifest is NOT rewritten and no path appears in two manifests",NO,"YES - the union of all manifests still equals the differing set EXACTLY, no path appears in two, and the freeze may only widen",to hold the frozen production surface so an undeclared analytical change cannot ship; the guard is designed to go RED on any new or changed production file,NO,488/488 checks passed,PASS
server/tools/test_run8_retest_classify_27.py,no production file under server/app/ or assets/ differs from the pinned baseline,"Category 10 production surface (canonical_v7.py, models_cat10.py, lineage.py)",the production tree matches the Run-31 pass-1 pin exactly,"Run 32 ADDED canonical_v7.py and models_cat10.py and CHANGED project_data.py, models.py and lineage.py, all owner-authorised for the Category-10 scope",TEST_INFRASTRUCTURE_DEFECT,"advance the pin through the GOVERNED mechanism: turn the guard RED first and observe it naming exactly the differing files, declare the two new files in server/tools/run32_production_changes.py, then re-pin code_audit/run32_production_tree.sha256; the Run-31 parent manifest is NOT rewritten and no path appears in two manifests",NO,"YES - the union of all manifests still equals the differing set EXACTLY, no path appears in two, and the freeze may only widen",to hold the frozen production surface so an undeclared analytical change cannot ship; the guard is designed to go RED on any new or changed production file,NO,238/238 checks passed,PASS
server/tools/test_run25_rail_removal.py,the freeze guard's pinned manifest is the Run-25 one or one of the manifests that supersede it,"Category 10 production surface (canonical_v7.py, models_cat10.py, lineage.py)",the production tree matches the Run-31 pass-1 pin exactly,"Run 32 ADDED canonical_v7.py and models_cat10.py and CHANGED project_data.py, models.py and lineage.py, all owner-authorised for the Category-10 scope",TEST_INFRASTRUCTURE_DEFECT,"advance the pin through the GOVERNED mechanism: turn the guard RED first and observe it naming exactly the differing files, declare the two new files in server/tools/run32_production_changes.py, then re-pin code_audit/run32_production_tree.sha256; the Run-31 parent manifest is NOT rewritten and no path appears in two manifests",NO,"YES - the union of all manifests still equals the differing set EXACTLY, no path appears in two, and the freeze may only widen",to hold the frozen production surface so an undeclared analytical change cannot ship; the guard is designed to go RED on any new or changed production file,NO,56/56 checks passed,PASS
server/tools/test_run31_version_boundaries.py,and the live line is stamped v19,simulation version line,the live analytical line is stamped sim-2026.08-v19 and supersedes v18,"the live line is sim-2026.08-v20, superseding v19; v19 is preserved and the history remains a strict prefix",TEST_INFRASTRUCTURE_DEFECT,"restate the v19 boundary at v20 WITHOUT overwriting it; the v19 assertion is preserved and re-executed from git object 73297a6, and the stamp count is restated for the run actually being asserted",YES - v19 executed from git object 73297a6,"YES - SIMULATION_VERSION is sim-2026.08-v20, SUPERSEDED is sim-2026.08-v19, and SIMULATION_VERSION_HISTORY is append-only",to pin the version line so a stamp cannot be overwritten or silently reused,NO,54/54 checks passed,PASS
server/tools/test_run31_version_boundaries.py,"Category 10 B4.3: and qualified evidence reproduces the v17 reading exactly, so the analytical answer is unchanged where the evidence is eligible",B4.3 Constraint Satisfaction Analysis,B4.3 produced a banded reading under v17/v19 that qualified evidence reproduced exactly,"B4.3 abstains without a governed constraintSatisfactionProblem, so there is no band to reproduce and no consumer reading to preserve",TEST_INFRASTRUCTURE_DEFECT,"supply the minimum governed constraintSatisfactionProblem through the REAL production intake (apply_to_signal_inputs) so the boundary property is measured on a computing module, never by attaching structure to a test object",NO,"YES - SIMULATION_VERSION is sim-2026.08-v20, SUPERSEDED is sim-2026.08-v19, and SIMULATION_VERSION_HISTORY is append-only","to prove a version boundary changes only what it declares, measured on a module that actually computes",YES - governed constraintSatisfactionProblem supplied through apply_to_signal_inputs,54/54 checks passed,PASS
server/tools/test_run31_version_boundaries.py,Category 10 B4.3: with a governed assessment the v19 consumer remains usable,B4.3 Constraint Satisfaction Analysis,B4.3 produced a banded reading under v17/v19 that qualified evidence reproduced exactly,"B4.3 abstains without a governed constraintSatisfactionProblem, so there is no band to reproduce and no consumer reading to preserve",TEST_INFRASTRUCTURE_DEFECT,"supply the minimum governed constraintSatisfactionProblem through the REAL production intake (apply_to_signal_inputs) so the boundary property is measured on a computing module, never by attaching structure to a test object",NO,"YES - SIMULATION_VERSION is sim-2026.08-v20, SUPERSEDED is sim-2026.08-v19, and SIMULATION_VERSION_HISTORY is append-only","to prove a version boundary changes only what it declares, measured on a module that actually computes",YES - governed constraintSatisfactionProblem supplied through apply_to_signal_inputs,54/54 checks passed,PASS
server/tools/test_run31_version_boundaries.py,and the current line names v18 as the line it supersedes,simulation version line,the live analytical line is stamped sim-2026.08-v19 and supersedes v18,"the live line is sim-2026.08-v20, superseding v19; v19 is preserved and the history remains a strict prefix",TEST_INFRASTRUCTURE_DEFECT,"restate the v19 boundary at v20 WITHOUT overwriting it; the v19 assertion is preserved and re-executed from git object 73297a6, and the stamp count is restated for the run actually being asserted",YES - v19 executed from git object 73297a6,"YES - SIMULATION_VERSION is sim-2026.08-v20, SUPERSEDED is sim-2026.08-v19, and SIMULATION_VERSION_HISTORY is append-only",to pin the version line so a stamp cannot be overwritten or silently reused,NO,54/54 checks passed,PASS
server/tools/test_run31_version_boundaries.py,and it grew by exactly the three stamps Run 31 is authorised to add,simulation version line,the live analytical line is stamped sim-2026.08-v19 and supersedes v18,"the live line is sim-2026.08-v20, superseding v19; v19 is preserved and the history remains a strict prefix",TEST_INFRASTRUCTURE_DEFECT,"restate the v19 boundary at v20 WITHOUT overwriting it; the v19 assertion is preserved and re-executed from git object 73297a6, and the stamp count is restated for the run actually being asserted",YES - v19 executed from git object 73297a6,"YES - SIMULATION_VERSION is sim-2026.08-v20, SUPERSEDED is sim-2026.08-v19, and SIMULATION_VERSION_HISTORY is append-only",to pin the version line so a stamp cannot be overwritten or silently reused,NO,54/54 checks passed,PASS
server/tools/test_run31_pass2_acceptance.py,"and QUALIFIED evidence still produces the reading, so the gate changes eligibility rather than disabling the consumer",B4.3 Constraint Satisfaction Analysis,"with a governed Category-9 assessment present, the Category-10 consumer still produces its reading, proving the gate changes ELIGIBILITY and does not disable the consumer","B4.3 abstains for a second, independent reason - its governed decision structure is absent - so the fixture could no longer distinguish the gate's effect from the structure's absence",TEST_INFRASTRUCTURE_DEFECT,"establish the fixture's purpose FIRST (the pass-2 gate property), then supply the governed constraintSatisfactionProblem through apply_to_signal_inputs so the gate property is again measured on a module that genuinely computes when qualified",NO,YES - the Category-9 qualification gate changes eligibility only; a qualified consumer holding its governed structure still computes,"to prove the Run-31 qualification gate is an eligibility boundary, not an off switch",YES - governed constraintSatisfactionProblem supplied through apply_to_signal_inputs,69/69 checks passed,PASS
server/tools/test_run20_cycle10_truthful_labels.py,the participant-leak guard FIRES when a truthful name is deliberately written into a ledger key,truthful-label ledger guard (probe module drawn from the computed ledger),"a module carrying a truthful method label still computes on this ledger, so the participant-leak guard has a real record to fire against","every remaining labelled module abstains, so the probe found no computed labelled record and the suite raised StopIteration rather than failing",TEST_INFRASTRUCTURE_DEFECT,supply the governed structure through apply_to_signal_inputs so a labelled module genuinely computes and the guard is exercised against a real ledger record; the guard itself is NOT weakened and the probe is NOT attached to a test object,NO,YES - no truthful method label may leak into any participant-facing ledger key,to prove the participant-leak guard is non-vacuous by firing it on a real computed ledger record and confirming the real record does not trip it,YES - governed structure supplied through apply_to_signal_inputs,51/51 checks passed,PASS
server/tools/test_run20_cycle10_truthful_labels.py,and the real record does not trip it,truthful-label ledger guard (probe module drawn from the computed ledger),"a module carrying a truthful method label still computes on this ledger, so the participant-leak guard has a real record to fire against","every remaining labelled module abstains, so the probe found no computed labelled record and the suite raised StopIteration rather than failing",TEST_INFRASTRUCTURE_DEFECT,supply the governed structure through apply_to_signal_inputs so a labelled module genuinely computes and the guard is exercised against a real ledger record; the guard itself is NOT weakened and the probe is NOT attached to a test object,NO,YES - no truthful method label may leak into any participant-facing ledger key,to prove the participant-leak guard is non-vacuous by firing it on a real computed ledger record and confirming the real record does not trip it,YES - governed structure supplied through apply_to_signal_inputs,51/51 checks passed,PASS
server/tools/test_run20_voting_lineage.py,"many other modules computed on this run and appear on the ledger, so the vote is a restriction of a real population rather than a run in which only two modules existed  [3 computed]","B4.3 Constraint Satisfaction Analysis, B4.4 What-If Scenario Matrix",the computed population on this fixture is at least twice the voting pair (>=4),"B4.3 and B4.4 abstain correctly on a fixture carrying no constraint network and no action-scenario matrix, so the computed population is exactly {A1.1, A1.7, A1.8}",TEST_INFRASTRUCTURE_DEFECT,"RETIRE the brittle multiple rather than lower it again. The fixture is a MINIMAL earned-value state and was never intended to exercise a Category-10 decision method; the large populations of earlier runs were an artefact of proxies computing off six scalars. Assert the terminal computed set BY NAME, which is strictly stronger than any multiple: it still forbids the degenerate 'only two modules existed' by requiring a named computed non-voter, and goes red if any further module computes or A1.1 stops computing",NO,"YES - voting is exactly A1.7 and A1.8, category seats are exactly two, and the vote is a strict restriction of the computed population",to prove the vote is a RESTRICTION of a real computed population rather than a run in which only the two voters existed; the fixture is genuinely sparse and canonical abstention is RETAINED,NO - the fixture was genuinely intended to be sparse,100/100 checks passed,PASS
server/tools/test_run4_validate_seven.py,"and the ones that do not vote are the bulk of the platform, computed and stored as before: every computed module except the two voters  [6 non-voting of 8 computed]","B4.3 Constraint Satisfaction Analysis, B4.4 What-If Scenario Matrix","at least ten computed rows on this fixture, of which the bulk do not vote","B4.3 and B4.4 abstain correctly for want of their governed decision structures (B4.7 was already abstaining from Run 7), leaving eight computed rows of which six do not vote",TEST_INFRASTRUCTURE_DEFECT,"restate the floor from 10 to 8 with the reason recorded in place, on the identical construction used at Runs 10B, 28, 30 and 31; the RATIO is what the finding is about and the arithmetic identity non_voting == computed - voting is still pinned exactly",NO,YES - exactly two computed modules vote and the non-voting set remains the bulk of the computed population (six of eight),to prove the non-voting set is the BULK of the platform rather than a handful; the fixture carries no governed decision structure and canonical abstention is RETAINED,NO - the fixture was genuinely intended to be sparse,239/239 checks passed,PASS
