module_id,module_name,category,run17_disposition,run18_outcome,committed_theory_available,blocking_reason,required_next_action
7.2,Rough Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.3,Neutrosophic Logic,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.4,Interval Fuzzy Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.5,Z-numbers,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.6,PLTS,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.7,Plithogenic Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.8,Belief Rule Base,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.9,Quantum Probability,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.10,Pythagorean Fuzzy Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.11,Picture Fuzzy Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.12,Hesitant Fuzzy Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.13,Type-2 Fuzzy Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.14,Maximum Entropy,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.15,Possibility Theory,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.16,Spherical Fuzzy Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.17,Fermatean Fuzzy Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.18,MARCOS Ranking,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.19,CRITIC-TOPSIS,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
7.20,Hypersoft Sets,7,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
8.1,ABM Governance Layer,8,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
8.2,FAR Threshold Monitor,8,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
8.3,OMB A-11 Check,8,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
8.4,EVM Reporting Threshold,8,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
8.5,Contract Modification Frequency,8,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
10.1,Multi-Objective Optimization,10,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
10.2,Linear Programming,10,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
10.3,Constraint Satisfaction Analysis,10,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
10.4,What-If Scenario Matrix,10,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
10.5,Decision Sensitivity Matrix,10,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
10.6,Pareto Frontier Analysis,10,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
10.7,Regret Minimization Index,10,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
9.1,Missing Data Index,9,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
9.2,Data Timeliness Score,9,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
9.3,Source Reliability Weighting,9,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
9.4,Audit Trail Completeness,9,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
9.5,Information Completeness Ratio,9,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
9.6,Cross-document Consistency Score,9,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
9.7,Reporting Frequency Index,9,NOT_REACHED_IN_THIS_RUN,NOT_ASSESSED_IN_RUN_18,no,"GATE_7_BLOCKED_NO_COMMITTED_THEORETICAL_CONTRACT: the Run-17 supervisory method specification is source S1 in source_ledger.csv, recorded there as SUPPLIED_IN_PROMPT and never committed to this repository. It was not supplied to Run 18. This module's method_cards.json entry is an empty stub with no method, primary source, formal definition or oracle. The only in-repository description of the method is the Group compendium, which is a regenerated export of the production function body, so using it would reconstruct the theory from production code and would assert the method against a copy of its own implementation. Owner stop condition applied: a method lacks an independently defensible theoretical contract.","Run 19, once the supervisory method specification is committed to the repository or an equivalent independently defensible contract is supplied per module."
